chromosome1	x1	x2	chromosome2	y1	y2	color	observed	loopId	FDR	EnrichmentScore	P2LL	distance	counts_X	counts_Y	density	-log10(binomal_p-value)	-log10(poisson_p-value)	-log10(hypergeometric_p-value)	-log10(poisson_p-value_peak_x)	-log10(poisson_p-value_peak_y)
chr2	230006551	230010399	chr2	230160125	230161288	"0,255,255"	20	chr2-chr2-130	0.0	20.0	20.0	152231.5	346	229	0.23477759310140608	300.0	300.0	44.23295088347965	243.82130883682788	173.70198693043693
chr2	137465960	137469526	chr2	137838018	137840095	"0,255,255"	11	chr2-chr2-131	0.0	11.0	11.0	371313.5	74	189	0.11466574259562826	300.0	300.0	30.224942287780028	18.363330072029772	141.90503388211528
chr2	33413013	33413408	chr2	33583158	33583534	"0,255,255"	8	chr2-chr2-132	0.0	8.0	8.0	170135.5	49	163	0.610360839964278	300.0	300.0	23.002401096651536	31.444161388759607	111.92850364194186
chr2	73085450	73086071	chr2	73163725	73165091	"0,255,255"	9	chr2-chr2-133	0.0	9.0	9.0	78647.5	205	133	0.26643771190941906	300.0	300.0	21.27953179210835	142.99345708876405	96.95000940967921
chr2	156333719	156335823	chr2	156587919	156589889	"0,255,255"	10	chr2-chr2-134	0.0	10.0	10.0	254133.0	284	205	0.1443876434746129	300.0	300.0	20.68581239486042	139.22454013477804	90.53830337665947
chr2	219459528	219461128	chr2	219529943	219530399	"0,255,255"	8	chr2-chr2-135	0.0	8.0	8.0	69843.0	40	185	0.22888531498660428	300.0	300.0	23.321409787707275	8.836228741453334	107.14277101882145
chr2	189797749	189800378	chr2	190069212	190070628	"0,255,255"	12	chr2-chr2-136	0.0	12.0	12.0	270856.5	200	198	0.1745073699428152	300.0	300.0	27.72636999041941	127.35466231640203	123.29413185969071
chr2	218852852	218855436	chr2	218898142	218900604	"0,255,255"	12	chr2-chr2-137	0.0	12.0	12.0	45229.0	245	401	0.13988947907623614	300.0	300.0	22.903685728812203	59.62136273113891	225.57802761914684
chr2	231561763	231564853	chr2	231600239	231604279	"0,255,255"	17	chr2-chr2-138	0.0	17.0	17.0	38951.0	188	226	0.1402524461678084	300.0	300.0	41.18514834595264	45.48138961552431	40.633547383411155
chr2	177261823	177264809	chr2	177293934	177298868	"0,255,255"	18	chr2-chr2-139	0.0	18.0	3.6	33085.0	236	220	0.13368983170808477	300.0	300.0	42.41431230532473	113.40931163415893	92.1290034576239
chr2	10832431	10835596	chr2	11129652	11133043	"0,255,255"	15	chr2-chr2-140	0.0	15.0	15.0	297334.0	498	498	0.13458707890075647	300.0	300.0	23.843918340094454	300.0	256.3588076472792
chr2	64520271	64526243	chr2	64553898	64563214	"0,255,255"	28	chr2-chr2-141	0.05	28.0	28.0	35299.0	427	291	0.10773539551567271	300.0	300.0	60.31737901292202	264.9301664186928	23.670410106583734
chr2	201181585	201184418	chr2	201231782	201234775	"0,255,255"	22	chr2-chr2-142	0.0	22.0	22.0	50277.0	177	366	0.2221279730405528	300.0	300.0	51.59555124543534	34.20558196649794	145.38040697222834
chr2	10122553	10125338	chr2	10434042	10437156	"0,255,255"	16	chr2-chr2-143	0.0	16.0	16.0	311653.5	214	513	0.15954846842259987	300.0	300.0	31.60538942695178	108.59635243513853	300.0
chr2	190382821	190383597	chr2	190510924	190511410	"0,255,255"	8	chr2-chr2-144	0.0	8.0	8.0	127958.0	185	79	0.37289081427294646	300.0	300.0	20.792754219762305	139.00971623973683	44.754941799424046
chr2	111887811	111889012	chr2	112048435	112050723	"0,255,255"	9	chr2-chr2-145	0.0	9.0	9.0	161167.5	142	153	0.1517373842258572	300.0	300.0	22.184786568926143	79.99236861084695	61.3411449072119
chr2	157326153	157328093	chr2	157492369	157492640	"0,255,255"	10	chr2-chr2-146	0.0	10.0	10.0	165381.5	262	100	0.2660494163344971	300.0	300.0	24.256121945233993	174.5945134067844	59.99484395021251
chr2	189659116	189661339	chr2	189697102	189700140	"0,255,255"	13	chr2-chr2-147	0.0	13.0	13.0	38393.5	319	112	0.14535370411903534	300.0	300.0	31.11005335659421	273.61762409428405	49.18294501749628
chr2	191869425	191872854	chr2	192162266	192162973	"0,255,255"	8	chr2-chr2-148	0.0	8.0	8.0	291480.0	149	208	0.11377858017709341	300.0	300.0	18.101842442307458	64.3795096944507	164.73519728886527
chr2	55717078	55718556	chr2	55960753	55961668	"0,255,255"	10	chr2-chr2-149	0.0	10.0	10.0	243393.5	134	73	0.2458149851715725	300.0	300.0	28.682915803370697	87.12442985276677	37.485338205408624
chr2	44981189	44982226	chr2	45493734	45497509	"0,255,255"	16	chr2-chr2-150	0.0	16.0	16.0	513914.0	213	249	0.19558944622296692	300.0	300.0	36.75811537871833	151.27335859649295	160.98829188334486
chr2	176138571	176141147	chr2	176454713	176455876	"0,255,255"	17	chr2-chr2-151	0.0	17.0	17.0	315435.5	451	178	0.2674511744253742	300.0	300.0	36.380661901426876	263.63754470251496	133.23823293375884
chr2	38581463	38582077	chr2	38739229	38741076	"0,255,255"	8	chr2-chr2-152	0.0	8.0	8.0	158382.5	189	115	0.19121828834313626	300.0	300.0	19.363331284591087	128.57075225265447	39.08900100252796
chr2	135913806	135914328	chr2	136381763	136385060	"0,255,255"	8	chr2-chr2-153	0.0	8.0	8.0	469344.5	149	337	0.12322288756545126	300.0	300.0	16.407348352938097	63.93743177400735	113.00355457899299
chr2	201234771	201237405	chr2	201363179	201364794	"0,255,255"	21	chr2-chr2-154	0.0	21.0	21.0	127898.5	352	235	0.2907258284261481	300.0	300.0	46.47402900910024	135.7565017271234	180.67655840113764
chr2	168346479	168347676	chr2	168757393	168759921	"0,255,255"	10	chr2-chr2-155	0.0	10.0	10.0	411579.5	315	218	0.15791550591022094	300.0	300.0	19.95881998025037	203.28315818183717	132.38349511041403
chr2	134118319	134123382	chr2	134244520	134247812	"0,255,255"	29	chr2-chr2-156	0.0	29.0	29.0	125315.5	693	420	0.20417501527171295	300.0	300.0	51.88171982445091	300.0	145.83262658243896
chr2	27096547	27102626	chr2	27191595	27192049	"0,255,255"	15	chr2-chr2-157	0.0	15.0	15.0	92235.5	484	162	0.13506090452676558	300.0	300.0	31.499569572260917	163.53048061034085	130.09832055156843
chr2	68383140	68388938	chr2	68441458	68442456	"0,255,255"	18	chr2-chr2-158	0.0	18.0	18.0	55918.0	230	352	0.15580098103708523	300.0	300.0	38.83843522938008	18.841827761171366	300.0
chr2	46656664	46657800	chr2	46776134	46778578	"0,255,255"	10	chr2-chr2-159	0.0	10.0	10.0	120124.0	134	178	0.16431152500435	300.0	300.0	24.647158078805123	63.3282100612855	110.29742712036013
chr2	124804126	124804987	chr2	125471597	125472560	"0,255,255"	7	chr2-chr2-160	0.0	7.0	7.0	667522.0	76	110	0.22574818073514313	300.0	300.0	19.574039768176387	45.33796358605064	65.7333981534222
chr2	228399502	228401373	chr2	228656489	228658028	"0,255,255"	8	chr2-chr2-161	0.0	8.0	8.0	256821.0	92	103	0.1380024069244746	300.0	300.0	22.32819435159336	50.50907413667178	56.07369777021781
chr2	230901333	230905583	chr2	230982673	230990479	"0,255,255"	32	chr2-chr2-162	0.0	32.0	32.0	83118.0	404	873	0.1561341100240406	300.0	300.0	55.898392071176495	125.40403448130301	300.0
chr2	169479428	169479633	chr2	169767284	169767447	"0,255,255"	5	chr2-chr2-163	0.0	5.0	5.0	287835.0	30	55	0.7992326895592025	300.0	300.0	17.02374184739082	15.759451444346647	25.605889187115057
chr2	100263036	100263300	chr2	100381184	100381575	"0,255,255"	5	chr2-chr2-164	0.0	5.0	5.0	118211.5	115	90	0.449034549248529	300.0	300.0	12.892037094182374	49.14651484447241	70.11133756748764
chr2	181304007	181308072	chr2	181455798	181458620	"0,255,255"	18	chr2-chr2-165	0.0	18.0	18.0	151169.5	366	436	0.15374233586874275	300.0	300.0	33.40566073570044	177.00796322805016	276.9373829471526
chr2	218658112	218659705	chr2	218845556	218849269	"0,255,255"	19	chr2-chr2-166	0.0	19.0	19.0	188504.0	132	440	0.21063833265729148	300.0	300.0	44.37614265009245	81.4305207664659	230.60784064758056
chr2	223970458	223970715	chr2	224284289	224284548	"0,255,255"	5	chr2-chr2-167	0.0	5.0	5.0	313832.0	58	101	0.5699954065073382	300.0	300.0	14.160122286646438	25.49181157218807	58.12648657527645
chr2	60707039	60708412	chr2	60997982	61000702	"0,255,255"	20	chr2-chr2-168	0.0	20.0	20.0	291616.5	234	386	0.2874347713244921	300.0	300.0	43.06424665475841	181.30333928612012	224.45008333391328
chr2	218301176	218301552	chr2	218396024	218396117	"0,255,255"	8	chr2-chr2-169	0.0	8.0	8.0	94706.5	215	47	1.0033863701758174	300.0	300.0	22.178901762057546	157.1573825848036	19.94364251509595
chr2	231924814	231927314	chr2	232140828	232143531	"0,255,255"	19	chr2-chr2-170	0.0	19.0	19.0	216115.5	483	184	0.2148081862540051	300.0	300.0	40.68591381111122	300.0	110.13951131620287
chr2	88831520	88832358	chr2	88879133	88881244	"0,255,255"	13	chr2-chr2-171	0.0	13.0	13.0	48249.5	197	147	0.2593102195219549	300.0	300.0	32.28539706132715	205.72829976746218	58.443466781795856
chr2	64645153	64647093	chr2	64830393	64832147	"0,255,255"	12	chr2-chr2-172	0.0	12.0	12.0	185147.0	265	278	0.1910888769406301	300.0	300.0	24.420723470343816	62.26836673005345	155.07894710014222
chr2	226810624	226814379	chr2	226984732	226985857	"0,255,255"	15	chr2-chr2-173	0.0	15.0	15.0	172793.0	184	295	0.1808100182937212	300.0	300.0	33.91561177849119	22.564849194554522	238.93289974548756
chr2	161221936	161223610	chr2	161272314	161275454	"0,255,255"	14	chr2-chr2-174	0.0	14.0	14.0	51111.0	92	221	0.17106966417154176	300.0	300.0	37.499288636647464	41.47272178748211	150.5921653614522
chr2	11686636	11688804	chr2	11777793	11781144	"0,255,255"	12	chr2-chr2-175	0.02	12.0	12.0	91748.5	102	344	0.12790040069191658	300.0	300.0	28.4380799345572	10.876030038846805	210.77392573716656
chr2	85676918	85681439	chr2	85703947	85711069	"0,255,255"	23	chr2-chr2-176	0.0	23.0	23.0	28329.5	282	272	0.11620210400118679	300.0	300.0	52.566409613030864	177.34405781284664	43.157697719213196
chr2	38073952	38076794	chr2	38273963	38274872	"0,255,255"	13	chr2-chr2-177	0.0	13.0	13.0	199044.5	223	222	0.2038671920475193	300.0	300.0	29.160789861952793	145.1683488449934	137.93700060286596
chr2	222317392	222321521	chr2	222559597	222565647	"0,255,255"	29	chr2-chr2-178	0.0	29.0	29.0	243165.5	510	290	0.16758839302437975	300.0	300.0	60.66282404944132	300.0	143.3090138704646
chr2	176125255	176127692	chr2	176638172	176638361	"0,255,255"	9	chr2-chr2-179	0.0	9.0	9.0	511793.0	204	88	0.20160385893526872	300.0	300.0	22.974479446000505	91.36485913563837	38.5097714472582
chr2	170928583	170929477	chr2	170972935	170975496	"0,255,255"	10	chr2-chr2-180	0.0	10.0	10.0	45185.5	168	420	0.17025622561955803	300.0	300.0	19.85308878105754	141.52471710958534	300.0
chr2	187499904	187501997	chr2	187580424	187580949	"0,255,255"	8	chr2-chr2-181	0.0	8.0	8.0	79736.0	121	47	0.17975103422935765	300.0	300.0	24.2205585800416	72.44665338320911	23.17184511797595
chr2	238369380	238371862	chr2	238462595	238464733	"0,255,255"	9	chr2-chr2-182	0.0	9.0	9.0	93043.0	131	114	0.11459128432121551	300.0	300.0	23.6945044327703	71.08090434023657	65.00969090578089
chr2	127591582	127593585	chr2	127648239	127650117	"0,255,255"	7	chr2-chr2-183	0.0	7.0	7.0	56594.5	203	173	0.10609757321847489	300.0	300.0	15.108014795454338	110.08098160852595	66.22485027388038
chr2	68122505	68122806	chr2	68282304	68282986	"0,255,255"	6	chr2-chr2-184	0.0	6.0	6.0	159989.5	145	112	0.35904491933809135	300.0	300.0	14.65970111347221	68.47271330179319	48.10992658222619
chr2	152189868	152191867	chr2	152635495	152637259	"0,255,255"	9	chr2-chr2-185	0.0	9.0	9.0	445509.5	215	236	0.14068874131384948	300.0	300.0	18.801177384030602	178.5327809080028	122.87433007588592
chr2	68709123	68710913	chr2	68923882	68927474	"0,255,255"	11	chr2-chr2-186	0.0	11.0	11.0	215660.0	254	278	0.12022645586531593	300.0	300.0	22.21906583664264	119.0351236952405	106.72704234784321
chr2	135004035	135004687	chr2	135709969	135710669	"0,255,255"	13	chr2-chr2-187	0.0	13.0	13.0	705958.0	259	189	0.5656108264572818	300.0	300.0	29.230179651494943	203.45598752753793	121.90663220218994
chr2	25342088	25342877	chr2	25520251	25522648	"0,255,255"	11	chr2-chr2-188	0.0	11.0	11.0	178967.0	264	344	0.20309440849564667	300.0	300.0	21.00175110383565	180.9002653907714	201.40452929205026
chr2	46464478	46464705	chr2	46554544	46556068	"0,255,255"	7	chr2-chr2-189	0.0	7.0	7.0	90714.5	174	63	0.23515972681947522	300.0	300.0	18.7457711250413	86.83133011117302	8.32205223644746
chr2	219494891	219495753	chr2	219530050	219530444	"0,255,255"	8	chr2-chr2-190	0.0	8.0	8.0	34925.0	53	200	0.3746721398188363	300.0	300.0	21.984638265169455	19.453419282935073	129.8826690056901
chr2	119753392	119754348	chr2	119823867	119824065	"0,255,255"	6	chr2-chr2-191	0.0	6.0	6.0	70096.0	181	33	0.30584155607395475	300.0	300.0	17.404577798452586	110.5733843545201	14.183752003537395
chr2	74482941	74484046	chr2	74586463	74587935	"0,255,255"	13	chr2-chr2-192	0.0	13.0	13.0	103705.5	292	281	0.2967426609896177	300.0	300.0	26.246525683604403	237.96147245328422	135.85333696550512
chr2	219277623	219278267	chr2	219294193	219296100	"0,255,255"	14	chr2-chr2-193	0.0	14.0	14.0	17201.5	134	215	0.3228260930308907	300.0	300.0	35.24074057423282	72.88953279449134	91.26869942899863
chr2	174604543	174609192	chr2	174686289	174688398	"0,255,255"	12	chr2-chr2-194	0.0	12.0	12.0	80476.0	246	124	0.10445136303916655	300.0	300.0	29.147231555312054	49.887402951332874	24.129582099386795
chr2	178396984	178397909	chr2	178413924	178414907	"0,255,255"	10	chr2-chr2-195	0.0	10.0	10.0	16969.0	105	147	0.3082994022618307	300.0	300.0	26.601897479840623	72.17520259659253	77.04194883969612
chr2	28594393	28596146	chr2	28753213	28754728	"0,255,255"	9	chr2-chr2-196	0.0	9.0	9.0	158701.0	179	132	0.16199869448103296	300.0	300.0	21.850568109951272	95.32850238648294	56.762277837018125
chr2	20780716	20782461	chr2	20962512	20963398	"0,255,255"	10	chr2-chr2-197	0.0	10.0	10.0	181366.5	158	190	0.22357858590481677	300.0	300.0	23.61953293619386	122.2420113463705	141.36957131384233
chr2	216516794	216520404	chr2	216663209	216669100	"0,255,255"	25	chr2-chr2-198	0.0	25.0	25.0	147555.5	253	482	0.1547824596136125	300.0	300.0	52.86331594837819	142.9429253186077	259.2204680161115
chr2	147044960	147045665	chr2	147331965	147334179	"0,255,255"	8	chr2-chr2-199	0.0	8.0	8.0	287759.5	170	231	0.1612155558795678	300.0	300.0	17.265102796397088	131.50631335673577	140.6962804754459
chr2	176139684	176140884	chr2	176553689	176555087	"0,255,255"	9	chr2-chr2-200	0.0	9.0	9.0	414104.0	370	149	0.20377664879292368	300.0	300.0	18.486674653141243	300.0	114.11040958451879
chr2	147082874	147083451	chr2	147910731	147911209	"0,255,255"	7	chr2-chr2-201	0.0	7.0	7.0	827807.5	214	172	0.3902982764558304	300.0	300.0	14.963596151343774	153.923625118836	119.75026877524787
chr2	65639550	65642127	chr2	65710723	65711430	"0,255,255"	14	chr2-chr2-202	0.0	14.0	14.0	70238.0	307	81	0.2507702080760665	300.0	300.0	36.289390296272366	207.32263078911814	61.412624577039914
chr2	44559608	44560667	chr2	44954737	44955862	"0,255,255"	6	chr2-chr2-203	0.0	6.0	6.0	395162.0	102	310	0.16160309327350905	300.0	300.0	12.90871044767875	48.72117089161878	152.928889089955
chr2	95992877	95993204	chr2	96116918	96117344	"0,255,255"	6	chr2-chr2-204	0.0	6.0	6.0	124090.5	19	160	0.4687133541956757	300.0	300.0	19.34094431523322	7.455568100685995	103.3924932242085
chr2	117814358	117816131	chr2	118002092	118003672	"0,255,255"	6	chr2-chr2-205	0.0	6.0	3.0	187637.5	95	127	0.10526130501322511	300.0	300.0	15.450371731774531	55.25640191433344	88.79560225134321
chr2	45993201	45993803	chr2	46461303	46461612	"0,255,255"	6	chr2-chr2-206	0.0	6.0	6.0	467955.5	124	150	0.3874216857402237	300.0	300.0	14.299375251944182	91.09136446245222	71.64482525702425
chr2	152036683	152039253	chr2	152174842	152178846	"0,255,255"	16	chr2-chr2-207	0.0	16.0	16.0	138876.0	418	371	0.14316647630436824	300.0	300.0	29.13408470714543	159.667297512234	183.19551616382714
chr2	102472199	102473372	chr2	102613245	102616124	"0,255,255"	9	chr2-chr2-208	0.0	9.0	9.0	141899.0	94	123	0.13065442585489034	300.0	300.0	24.73296703454214	65.05268725728995	60.51954945729923
chr2	43126692	43133226	chr2	43223022	43231748	"0,255,255"	41	chr2-chr2-209	0.0	41.0	20.5	97426.0	734	815	0.15804486002711987	300.0	300.0	66.31200389249837	300.0	300.0
chr2	189141591	189143702	chr2	189412518	189412653	"0,255,255"	6	chr2-chr2-210	0.0	6.0	6.0	269939.0	63	58	0.15714209960344783	300.0	300.0	18.661520223787438	23.371044663155164	29.132872805739822
chr2	118222127	118222843	chr2	118855572	118855991	"0,255,255"	8	chr2-chr2-211	0.0	8.0	8.0	633296.5	168	148	0.4146151608920338	300.0	300.0	18.880597368230724	97.50173219041389	95.65659544781364
chr2	130797468	130798174	chr2	130871945	130874074	"0,255,255"	9	chr2-chr2-212	0.0	9.0	9.0	75188.5	336	102	0.18674135222716604	300.0	300.0	20.394349346131683	295.2985758061568	54.86575539425841
chr2	224357364	224359781	chr2	224649497	224653387	"0,255,255"	17	chr2-chr2-213	0.0	17.0	17.0	292869.5	271	311	0.15855397830608436	300.0	300.0	35.963475346719875	148.2355375262032	123.97399017945524
chr2	47436923	47437739	chr2	47765370	47768444	"0,255,255"	14	chr2-chr2-214	0.0	14.0	14.0	329576.0	96	480	0.2117042065094607	300.0	300.0	32.4115427035255	54.4133284494128	300.0
chr2	197799728	197804201	chr2	198295432	198296931	"0,255,255"	13	chr2-chr2-215	0.0	13.0	13.0	494217.0	267	165	0.12804853271437458	300.0	300.0	29.847158288786282	121.61897320845412	109.91683267142142
chr2	25376313	25377748	chr2	25417279	25422274	"0,255,255"	27	chr2-chr2-216	0.0	27.0	27.0	42746.0	282	441	0.24700391923671025	300.0	300.0	57.73056891685626	203.67892872224243	147.6089833797718
chr2	70083555	70090013	chr2	70141253	70143365	"0,255,255"	40	chr2-chr2-217	0.0	40.0	40.0	55525.0	467	559	0.27455554703177265	300.0	300.0	79.05780135879031	139.11176084610997	300.0
chr2	9983869	9985410	chr2	10048425	10051142	"0,255,255"	10	chr2-chr2-218	0.0	10.0	10.0	65144.0	116	233	0.1381482525870298	300.0	300.0	24.102128107595156	75.72741507603396	115.11989876368514
chr2	47271980	47272805	chr2	47310684	47311028	"0,255,255"	6	chr2-chr2-219	0.0	6.0	6.0	38463.5	186	45	0.3019171562954181	300.0	300.0	16.46665203912808	141.3057602239463	11.029600280175499
chr2	88739532	88740545	chr2	88831329	88832173	"0,255,255"	7	chr2-chr2-220	0.0	7.0	7.0	91712.5	193	196	0.22173650062514869	300.0	300.0	14.878848945284632	140.95530452608256	203.0910100318104
chr2	64048909	64051301	chr2	64326181	64331024	"0,255,255"	23	chr2-chr2-221	0.0	23.0	23.0	278497.5	432	677	0.18699946052326438	300.0	300.0	38.863074793449535	300.0	300.0
chr2	6826558	6827315	chr2	6866127	6866650	"0,255,255"	7	chr2-chr2-222	0.0	7.0	7.0	39452.0	137	36	0.32169115754757893	300.0	300.0	21.30704389914161	81.47592591176871	13.916822090585434
chr2	61993417	61995747	chr2	62409093	62412268	"0,255,255"	14	chr2-chr2-223	0.0	14.0	14.0	416098.5	401	560	0.14959661459069973	300.0	300.0	22.48590581536386	256.8882616295127	300.0
chr2	203483217	203485109	chr2	203651440	203653483	"0,255,255"	9	chr2-chr2-224	0.0	9.0	9.0	168298.5	280	149	0.13453919531487055	300.0	300.0	19.586486028211496	211.2980918489807	54.82629866796347
chr2	240513916	240514163	chr2	240840312	240840878	"0,255,255"	7	chr2-chr2-225	0.0	7.0	7.0	326555.5	186	68	0.5064756231991403	300.0	300.0	18.296387230025953	131.6077628138052	46.50009276689408
chr2	85827555	85827922	chr2	86035746	86037827	"0,255,255"	8	chr2-chr2-226	0.0	8.0	8.0	209048.0	212	221	0.19223374493972972	300.0	300.0	16.641600961862984	120.1019702218	120.30106091970171
chr2	55014041	55016087	chr2	55175252	55175866	"0,255,255"	10	chr2-chr2-227	0.0	10.0	10.0	160495.0	239	157	0.22114107500585448	300.0	300.0	22.6316642891065	135.1277890641629	126.67507712568153
chr2	231676348	231680141	chr2	231710419	231717047	"0,255,255"	29	chr2-chr2-228	0.0	29.0	29.0	35488.5	290	555	0.16369659846417442	300.0	300.0	59.57220194912707	67.85942461836846	282.18124024495387
chr2	191566265	191566574	chr2	191678114	191680372	"0,255,255"	10	chr2-chr2-229	0.0	10.0	10.0	112823.5	159	136	0.22915280853742617	300.0	300.0	25.083868667057406	98.30705249795619	34.41452214524835
chr2	74918723	74920121	chr2	74982533	74983106	"0,255,255"	12	chr2-chr2-230	0.0	12.0	12.0	63397.5	245	44	0.3581341001616883	300.0	300.0	35.04172416544228	144.383179863014	31.97053831764176
chr2	218186248	218187258	chr2	218256128	218262418	"0,255,255"	17	chr2-chr2-231	0.0	17.0	17.0	72520.0	216	181	0.13698629331184575	300.0	300.0	41.8242091856424	158.28517143245904	13.602080028236267
chr2	20015514	20018515	chr2	20097992	20098435	"0,255,255"	9	chr2-chr2-232	0.0	9.0	9.0	81199.0	116	181	0.1537200155528501	300.0	300.0	22.327634422486838	51.04277813087639	127.11718462028259
chr2	85825505	85829819	chr2	86078151	86080288	"0,255,255"	16	chr2-chr2-233	0.0	16.0	16.0	251557.5	474	295	0.14589620449928953	300.0	300.0	29.87134409353662	204.492180871146	189.83582844015402
chr2	85826527	85832032	chr2	85886574	85889780	"0,255,255"	18	chr2-chr2-234	0.0	18.0	18.0	58897.5	564	346	0.12155016268258886	300.0	300.0	31.817686075629133	250.95286100890073	225.14667890883575
