loopId	chrA	startA	endA	chrB	startB	endB	distance
loopId435	chr6	157383968	157388968	chr6	157558968	157563968	175000
loopId436	chr6	157458968	157463968	chr6	157558968	157563968	100000
loopId437	chr6	15774769	15779769	chr6	16134769	16139769	360000
loopId438	chr6	157383968	157388968	chr6	157458968	157463968	75000
loopId439	chr12	112897195	112902195	chr12	112977195	112982195	80000
loopId440	chr12	111947196	111952196	chr12	112012196	112017196	65000
loopId441	chr12	110612195	110617195	chr12	110822196	110827196	210001
loopId442	chr12	110507195	110512195	chr12	110587195	110592195	80000
loopId443	chr12	110467195	110472195	chr12	110602195	110607195	135000
loopId444	chr12	110447195	110452195	chr12	110827196	110832196	380001
loopId445	chr12	111682196	111692196	chr12	111812196	111822196	130000
loopId446	chr12	111402196	111407196	chr12	111442196	111447196	40000
loopId447	chr12	111397196	111402196	chr12	111527196	111532196	130000
loopId448	chr12	110727195	110732195	chr12	110822196	110827196	95001
loopId449	chr7	101596720	101601720	chr7	101811720	101816720	215000
loopId450	chr7	101741720	101746720	chr7	101811720	101816720	70000
loopId451	chr7	101856720	101861720	chr7	101981720	101986720	125000
loopId452	chr7	975364	980364	chr7	1175364	1180364	200000
loopId453	chr7	101981720	101986720	chr7	102056720	102061720	75000
loopId454	chr7	102276729	102281708	chr7	102389553	102394553	112835
loopId455	chr7	102296735	102306717	chr7	102459553	102469553	162827
loopId456	chr7	102399553	102409553	chr7	102459553	102469553	60000
loopId457	chr7	102404553	102409553	chr7	102439553	102444553	35000
loopId458	chr7	102569553	102579553	chr7	102739553	102749553	170000
loopId459	chr11	86113958	86118958	chr11	86193958	86198958	80000
loopId460	chr11	86043958	86048958	chr11	86288958	86293958	245000
loopId461	chr11	86043958	86048958	chr11	86213958	86218958	170000
loopId462	chr1	185335868	185340868	chr1	185635868	185640868	300000
loopId463	chr1	184800866	184805866	chr1	184970868	184975868	170002
loopId464	chr1	183805866	183810866	chr1	183910866	183915866	105000
loopId465	chr1	183680865	183690865	chr1	183910866	183920866	230001
loopId466	chr1	183650865	183660865	chr1	184040866	184050866	390001
loopId467	chr16	21303679	21308679	chr16	21363679	21368679	60000
loopId468	chr11	88101832	88106832	chr11	88161832	88166832	60000
loopId469	chr11	8678453	8683453	chr11	8958453	8963453	280000
loopId470	chr16	21188679	21193679	chr16	21298679	21303679	110000
loopId471	chr17	40438748	40443748	chr17	40528748	40533748	90000
loopId472	chr17	40398748	40403748	chr17	40528748	40533748	130000
loopId473	chr1	235871700	235876700	chr1	235951700	235956700	80000
loopId474	chr1	235866700	235876700	chr1	236156700	236166700	290000
loopId475	chr16	20858678	20868678	chr16	21078679	21088679	220001
loopId476	chr1	234774253	234779253	chr1	234839253	234844253	65000
loopId477	chr1	234764253	234774253	chr1	234974253	234984253	210000
loopId478	chr1	234729253	234734253	chr1	234839253	234844253	110000
loopId479	chr1	234609254	234614254	chr1	234969253	234974253	359999
loopId480	chr1	234974253	234979253	chr1	235009253	235014253	35000
loopId481	chr1	234879253	234884253	chr1	234969253	234974253	90000
loopId482	chr1	234839253	234844253	chr1	235009253	235014253	170000
loopId483	chr1	234839253	234844253	chr1	234969253	234974253	130000
loopId484	chr17	40558748	40563748	chr17	40793748	40798748	235000
loopId485	chr6	137093863	137098863	chr6	137308863	137313863	215000
loopId486	chr16	21818679	21823679	chr16	21933679	21938679	115000
loopId487	chr16	21643679	21648679	chr16	21698679	21703679	55000
loopId488	chr19	3325002	3330002	chr19	3430002	3435002	105000
loopId489	chr19	33229094	33239094	chr19	33399094	33409094	170000
loopId490	chr19	29609093	29614093	chr19	29714093	29719093	105000
loopId491	chr1	92854443	92864443	chr1	92944443	92954443	90000
loopId492	chr19	35159097	35169097	chr19	35239097	35249097	80000
loopId493	chr19	35269097	35279097	chr19	35329097	35339097	60000
loopId494	chr1	9279941	9289941	chr1	9489941	9499941	210000
loopId495	chr1	92959443	92964443	chr1	92994443	92999443	35000
loopId496	chr1	224642298	224647298	chr1	224847298	224852298	205000
loopId497	chr19	35344097	35349097	chr19	35464098	35469098	120001
loopId498	chr19	35404098	35409098	chr19	35459098	35464098	55000
loopId499	chr10	99615243	99620243	chr10	99710243	99715243	95000
loopId500	chr21	33922696	33927696	chr21	33972699	33977699	50003
loopId501	chr21	33922696	33927696	chr21	34017699	34022699	95003
loopId502	chr15	54147803	54157803	chr15	54577802	54587802	429999
loopId503	chr15	54287802	54292802	chr15	54512802	54517802	225000
loopId504	chr15	54287802	54292802	chr15	54582802	54587802	295000
loopId505	chr2	134247429	134252429	chr2	134282429	134287429	35000
loopId506	chr15	54287802	54292802	chr15	55277802	55282802	990000
loopId507	chr15	54287802	54297802	chr15	54337802	54347802	50000
loopId508	chr5	36719898	36724898	chr5	36869898	36874898	150000
loopId509	chr5	364885	369885	chr5	399885	404885	35000
loopId510	chr5	39009898	39019898	chr5	39069898	39079898	60000
loopId511	chr5	36874898	36879898	chr5	36939898	36944898	65000
loopId512	chr5	39229898	39234898	chr5	39264898	39269898	35000
loopId513	chr5	39159898	39169898	chr5	39209898	39219898	50000
loopId514	chr5	40379898	40384898	chr5	40484898	40489898	105000
loopId515	chr5	40224898	40229898	chr5	40484898	40489898	260000
loopId516	chr5	40484898	40489898	chr5	40674898	40679898	190000
loopId517	chr5	40479898	40489898	chr5	40569898	40579898	90000
loopId518	chr8	141079901	141089901	chr8	141129901	141139901	50000
loopId519	chr8	140589901	140594901	chr8	140629901	140634901	40000
loopId520	chr8	137747757	137752757	chr8	137787757	137792757	40000
loopId521	chr8	136487757	136497757	chr8	136707757	136717757	220000
loopId522	chr8	136417757	136422757	chr8	136712757	136717757	295000
loopId523	chr8	134707757	134717757	chr8	134827757	134837757	120000
loopId524	chr8	140464901	140469901	chr8	140634901	140639901	170000
loopId525	chr8	140464901	140469901	chr8	140509901	140514901	45000
loopId526	chr8	138157757	138167757	chr8	138677757	138687757	520000
loopId527	chr8	137932757	137937757	chr8	138162757	138167757	230000
loopId528	chr14	100298663	100303663	chr14	100373663	100378663	75000
loopId529	chr14	100068663	100073663	chr14	100103663	100108663	35000
loopId530	chr14	99983663	99988663	chr14	100063663	100068663	80000
loopId531	chr1	40339328	40344328	chr1	40399328	40404328	60000
loopId532	chr14	102523663	102528663	chr14	102773663	102778663	250000
loopId533	chr14	102523663	102528663	chr14	102588663	102593663	65000
loopId534	chr14	100798663	100803663	chr14	100843663	100848663	45000
loopId535	chr14	100373663	100383663	chr14	100643663	100653663	270000
loopId536	chr6	100172124	100182124	chr6	100322124	100332124	150000
loopId537	chr6	100342124	100352124	chr6	100472124	100482124	130000
loopId538	chr18	50308630	50313630	chr18	50353630	50358630	45000
loopId539	chr18	50218630	50223630	chr18	50353630	50358630	135000
loopId540	chr5	96869297	96874297	chr5	97154296	97159296	284999
loopId541	chr5	97294296	97299296	chr5	97529296	97534296	235000
loopId542	chr5	98924296	98934296	chr5	99024296	99034296	100000
loopId543	chr18	4640000	4649999	chr18	5050001	5060001	410002
loopId544	chr18	46010034	46015034	chr18	46070034	46075034	60000
loopId545	chr18	45975034	45980034	chr18	46070034	46075034	95000
loopId546	chr18	47763629	47773629	chr18	48013629	48023629	250000
loopId547	chr6	100172124	100177124	chr6	100472124	100477124	300000
loopId548	chrX	13086881	13091881	chrX	13691881	13696881	605000
loopId549	chrX	13086881	13091881	chrX	13256881	13261881	170000
loopId550	chrX	13001881	13006881	chrX	13086881	13091881	85000
loopId551	chrX	12951881	12961881	chrX	14021881	14031881	1070000
loopId552	chrX	12946881	12951881	chrX	13486881	13491881	540000
loopId553	chrX	12946881	12951881	chrX	13086881	13091881	140000
loopId554	chrX	131825972	131835972	chrX	132615972	132625972	790000
loopId555	chrX	131825972	131835972	chrX	132475972	132485972	650000
loopId556	chrX	131825972	131830972	chrX	132215972	132220972	390000
loopId557	chrX	131700972	131705972	chrX	131745972	131750972	45000
loopId558	chr17	40318748	40323748	chr17	41668748	41673748	1350000
loopId559	chr11	16943453	16948453	chr11	17058453	17063453	115000
loopId560	chr2	219645278	219650278	chr2	219680278	219685278	35000
loopId561	chr22	20620713	20625713	chr22	20695712	20700712	74999
loopId562	chr2	221130280	221135280	chr2	221335280	221340280	205000
loopId563	chr2	221515280	221525280	chr2	221565280	221575280	50000
loopId564	chr22	18912487	18922487	chr22	20302477	20312477	1389990
loopId565	chr2	218300277	218305277	chr2	218355277	218360277	55000
loopId566	chr2	218395277	218400277	chr2	218465277	218470277	70000
loopId567	chr2	219245278	219250278	chr2	219290278	219295278	45000
loopId568	chr1	200620872	200625872	chr1	200800872	200805872	180000
loopId569	chr1	200625872	200630872	chr1	200665872	200670872	40000
loopId570	chr22	22180610	22185610	chr22	23137813	23142813	957203
loopId571	chr22	22592529	22597530	chr22	22682528	22687536	90003
loopId572	chr6	41787262	41792262	chr6	42047262	42052262	260000
loopId573	chr6	41787262	41792262	chr6	41927262	41932262	140000
loopId574	chr14	65163282	65168282	chr14	65408282	65413282	245000
loopId575	chr14	65168282	65173282	chr14	65298282	65303282	130000
loopId576	chr14	64673282	64678282	chr14	64723282	64728282	50000
loopId577	chr6	39377224	39382224	chr6	39892224	39897224	515000
loopId578	chr6	41422262	41427262	chr6	41542262	41547262	120000
loopId579	chr6	39982261	39992261	chr6	40302261	40312261	320000
loopId580	chr14	63863282	63868282	chr14	63933282	63938282	70000
loopId581	chr14	64233282	64238282	chr14	64283282	64288282	50000
loopId582	chr14	63723282	63728282	chr14	63768282	63773282	45000
loopId583	chr14	63793282	63803282	chr14	64293282	64303282	500000
loopId584	chr7	7680369	7690369	chr7	8120370	8130370	440001
loopId585	chr1	9624942	9629942	chr1	9724942	9729942	100000
loopId586	chr1	9624942	9629942	chr1	9689942	9694942	65000
loopId587	chr19	6939989	6949989	chr19	7059989	7069989	120000
loopId588	chr1	9624942	9629942	chr1	9864942	9869942	240000
loopId589	chr19	665000	670000	chr19	730000	735000	65000
loopId590	chr19	6634989	6639989	chr19	6669989	6674989	35000
loopId591	chr1	9624942	9629942	chr1	9659942	9664942	35000
loopId592	chr19	6734989	6739989	chr19	6859989	6864989	125000
loopId593	chr19	7570114	7575114	chr19	7680114	7685114	110000
loopId594	chr1	96964444	96969444	chr1	97044444	97049444	80000
loopId595	chr14	105578663	105583663	chr14	105698663	105703663	120000
loopId596	chr14	105678663	105683663	chr14	106273405	106278404	594741
loopId597	chr14	103333663	103338663	chr14	103383663	103388663	50000
loopId598	chr14	104753663	104763663	chr14	104813663	104823663	60000
loopId599	chr14	103073663	103083663	chr14	103283663	103293663	210000
loopId600	chr14	103103663	103113663	chr14	103183663	103193663	80000
loopId601	chr14	105558663	105563663	chr14	105678663	105683663	120000
loopId602	chr14	105558663	105563663	chr14	106273405	106278404	714741
loopId603	chr14	105363663	105373663	chr14	105483663	105493663	120000
loopId604	chr14	105473663	105483663	chr14	105523663	105533663	50000
loopId605	chr7	157517306	157527306	chr7	157567308	157577308	50002
loopId606	chr7	156547306	156552306	chr7	156632306	156637306	85000
loopId607	chr7	92620686	92625686	chr7	92900686	92905686	280000
loopId608	chr7	92630686	92635686	chr7	92810686	92815686	180000
loopId609	chr7	90815685	90820685	chr7	90855685	90860685	40000
loopId610	chr7	92620686	92625686	chr7	92675686	92680686	55000
loopId611	chr7	90450686	90460686	chr7	90620686	90630686	170000
loopId612	chr17	40473748	40483748	chr17	40523748	40533748	50000
loopId613	chr7	87310684	87315684	chr7	87410684	87415684	100000
loopId614	chr7	90170686	90175686	chr7	90240686	90245686	70000
loopId615	chr7	87155684	87160684	chr7	87215684	87220684	60000
loopId616	chr7	87210684	87220684	chr7	88210685	88220685	1000001
loopId617	chr3	124761153	124766153	chr3	124901153	124906153	140000
loopId618	chr3	124561153	124566153	chr3	124686153	124691153	125000
loopId619	chr3	12193500	12198500	chr3	12303501	12308501	110001
loopId620	chr3	12188500	12198500	chr3	12478501	12488501	290001
loopId621	chr3	12188500	12198500	chr3	12388501	12398501	200001
loopId622	chr3	122466153	122471153	chr3	122506153	122511153	40000
loopId623	chr3	122456153	122461153	chr3	122676153	122681153	220000
loopId624	chr3	122296153	122301153	chr3	122356153	122361153	60000
loopId625	chr3	125831157	125841157	chr3	130171157	130181157	4340000
loopId626	chr3	125371156	125381156	chr3	125431156	125441156	60000
loopId627	chr2	136052430	136057430	chr2	136112430	136117430	60000
loopId628	chr10	71955242	71960242	chr10	72330242	72335242	375000
loopId629	chr10	72045242	72050242	chr10	72330242	72335242	285000
loopId630	chr10	71890242	71900242	chr10	72040242	72050242	150000
loopId631	chr10	71955242	71960242	chr10	72045242	72050242	90000
loopId632	chr10	71315243	71320243	chr10	71370243	71375243	55000
loopId633	chr10	71835243	71840243	chr10	71885242	71890242	49999
loopId634	chr10	71310243	71320243	chr10	71560243	71570243	250000
loopId635	chr10	71310243	71320243	chr10	71690243	71700243	380000
loopId636	chr10	72050242	72060242	chr10	72220242	72230242	170000
loopId637	chr10	72130242	72135242	chr10	72170242	72175242	40000
loopId638	chr9	129887721	129892721	chr9	129987721	129992721	100000
loopId639	chr9	129987721	129992721	chr9	130022721	130027721	35000
loopId640	chr9	129637721	129647721	chr9	129777721	129787721	140000
loopId641	chr9	129732721	129737721	chr9	129782721	129787721	50000
loopId642	chr9	128862721	128867721	chr9	128927721	128932721	65000
loopId643	chr9	129137721	129147721	chr9	129617721	129627721	480000
loopId644	chr9	127927721	127937721	chr9	128027721	128037721	100000
loopId645	chr9	127982721	127987721	chr9	128027721	128032721	45000
loopId646	chr9	127732721	127737721	chr9	127782721	127787721	50000
loopId647	chr9	127782721	127787721	chr9	127917721	127922721	135000
loopId648	chr2	38602858	38607858	chr2	38722858	38727858	120000
loopId649	chr2	38322858	38332858	chr2	38502858	38512858	180000
loopId650	chr2	38182858	38187858	chr2	38257858	38262858	75000
loopId651	chr2	37982857	37992857	chr2	38262858	38272858	280001
loopId652	chr2	37982857	37987857	chr2	38037857	38042857	55000
loopId653	chr2	37832857	37837857	chr2	37872857	37877857	40000
loopId654	chr2	37652857	37657857	chr2	37872857	37877857	220000
loopId655	chr2	37562857	37572857	chr2	37622857	37632857	60000
loopId656	chr2	37412857	37417857	chr2	37872857	37877857	460000
loopId657	chr2	37412857	37417857	chr2	37827857	37832857	415000
loopId658	chr17	69113859	69118859	chr17	69223859	69228859	110000
loopId659	chr17	69333859	69338859	chr17	69518859	69523859	185000
loopId660	chr17	6911681	6916681	chr17	7011681	7016681	100000
loopId661	chr17	70243859	70253859	chr17	70293859	70303859	50000
loopId662	chr17	71463859	71473859	chr17	72413859	72423859	950000
loopId663	chr17	7046681	7051681	chr17	7131681	7136681	85000
loopId664	chr17	7046681	7051681	chr17	7331681	7336681	285000
loopId665	chr17	72023859	72033859	chr17	72113859	72123859	90000
loopId666	chr17	72023859	72033859	chr17	72513860	72523860	490001
loopId667	chr17	72118859	72123859	chr17	72418859	72423859	300000
loopId668	chr6	139288863	139293863	chr6	139353863	139358863	65000
loopId669	chr6	139368863	139378863	chr6	139758863	139768863	390000
loopId670	chr6	140538863	140543863	chr6	140633863	140638863	95000
loopId671	chr6	141483863	141488863	chr6	141548863	141553863	65000
loopId672	chr6	14209769	14214769	chr6	15244769	15249769	1035000
loopId673	chr6	142688863	142693863	chr6	142818863	142823863	130000
loopId674	chr6	142688863	142693863	chr6	142943863	142948863	255000
loopId675	chr6	142688863	142698863	chr6	142908863	142918863	220000
loopId676	chr6	142948863	142958863	chr6	143008863	143018863	60000
loopId677	chr6	144093863	144098863	chr6	144213863	144218863	120000
loopId678	chr4	26173378	26178378	chr4	26318378	26323378	145000
loopId679	chr4	26073378	26078378	chr4	26318378	26323378	245000
loopId680	chr4	26073378	26078378	chr4	26173378	26178378	100000
loopId681	chr4	23733377	23738377	chr4	23768377	23773377	35000
loopId682	chr4	22703377	22708377	chr4	22743377	22748377	40000
loopId683	chr4	22513377	22518377	chr4	22598377	22603377	85000
loopId684	chr4	22473377	22478377	chr4	22508377	22513377	35000
loopId685	chr4	22428377	22438377	chr4	22598377	22608377	170000
loopId686	chr4	185303846	185308846	chr4	185338846	185343846	35000
loopId687	chr4	185208846	185218846	chr4	185258846	185268846	50000
loopId688	chr12	108566224	108571224	chr12	108616224	108621224	50000
loopId689	chr12	108356223	108361223	chr12	108456223	108461223	100000
loopId690	chr12	105986222	105991222	chr12	106071222	106076222	85000
loopId691	chr12	105321222	105326222	chr12	105356222	105361222	35000
loopId692	chr12	107756223	107766223	chr12	107876223	107886223	120000
loopId693	chr12	107681223	107686223	chr12	107886223	107891223	205000
loopId694	chr1	210321655	210326656	chr1	210396656	210401656	75001
loopId695	chr12	104456222	104466222	chr12	104566222	104576222	110000
loopId696	chr1	210396656	210401656	chr1	211131658	211136658	735002
loopId697	chr12	10362401	10367401	chr12	10397401	10402401	35000
loopId698	chr11	60192527	60197527	chr11	60247527	60252527	55000
